MsgCounter,Roll,Pitch,Yaw,Roll_Setpoint,Pitch_Setpoint,Yaw_Setpoint,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Battery,Temperature,Longitude,Latitude
201,-5.62,4.00,188.56,0.00,0.00,180.00,-0.134,-0.060,0.989,-0.06,7.69,10.88,8.06,30.0,25856.0000000,57600.0000000
202,-6.50,3.75,187.62,0.00,0.00,180.00,-0.185,-0.095,0.972,3.56,6.06,9.62,8.06,30.0,25856.0000000,57600.0000000
203,-7.06,3.44,187.19,0.00,0.00,180.00,-0.155,-0.023,0.958,1.38,0.81,1.50,8.06,30.0,25856.0000000,57600.0000000
204,-7.19,3.62,187.12,0.00,0.00,180.00,-0.174,-0.093,0.946,-1.38,-1.06,-3.75,8.06,30.0,25856.0000000,57600.0000000
205,-7.44,3.44,186.81,0.00,0.00,180.00,-0.118,0.030,0.858,-0.75,8.19,6.69,8.06,30.0,25856.0000000,57600.0000000
206,-8.31,3.44,186.06,0.00,0.00,180.00,-0.162,-0.046,0.937,-4.38,3.00,7.25,8.06,30.0,25856.0000000,57600.0000000
207,-8.50,4.31,185.75,0.00,0.00,180.00,-0.165,-0.101,0.985,-11.00,0.31,3.94,8.06,30.0,25856.0000000,57600.0000000
208,-8.75,4.94,185.56,0.00,0.00,180.00,-0.188,-0.122,0.991,1.50,2.81,4.25,8.06,30.0,25856.0000000,57600.0000000
209,-8.88,4.69,185.38,0.00,0.00,180.00,-0.179,-0.055,0.949,-0.12,-2.19,0.94,8.06,30.0,25856.0000000,57600.0000000
210,-8.88,4.75,185.25,0.00,0.00,180.00,-0.167,-0.057,0.940,-5.88,-1.12,4.81,8.06,30.0,25856.0000000,57600.0000000
211,-8.88,5.56,184.75,0.00,0.00,180.00,-0.183,-0.112,0.966,-9.25,-5.69,4.38,8.06,30.0,25856.0000000,57600.0000000
212,-8.31,6.44,184.38,0.00,0.00,180.00,-0.134,-0.115,0.950,-5.75,-8.88,0.50,8.06,30.0,25856.0000000,57600.0000000
213,-8.00,6.62,184.19,0.00,0.00,180.00,-0.143,-0.131,0.944,2.12,0.56,7.00,8.06,30.0,25856.0000000,57600.0000000
214,-8.12,6.44,183.88,0.00,0.00,180.00,-0.147,-0.124,0.945,4.50,0.69,5.31,8.06,30.0,25856.0000000,57600.0000000
215,-8.19,6.06,183.62,0.00,0.00,180.00,-0.144,-0.092,0.942,0.94,2.88,4.12,8.06,30.0,25856.0000000,57600.0000000
216,-8.44,6.00,183.50,0.00,0.00,180.00,-0.161,-0.094,0.943,1.50,0.19,-0.25,8.06,30.0,25856.0000000,57600.0000000
217,-8.50,6.06,183.44,0.00,0.00,180.00,-0.162,-0.093,0.957,-5.19,-3.69,-2.25,8.06,30.0,25856.0000000,57600.0000000
218,-8.19,6.56,183.56,0.00,0.00,180.00,-0.152,-0.116,0.943,-2.94,-1.62,0.69,8.06,30.0,25856.0000000,57600.0000000
219,-8.25,6.50,183.44,0.00,0.00,180.00,-0.147,-0.108,0.939,3.69,0.12,3.62,8.13,41.0,25856.0000000,57600.0000000
220,-8.31,6.38,183.31,0.00,0.00,180.00,-0.183,0.024,0.918,-0.12,-1.25,2.88,8.13,41.0,25856.0000000,57600.0000000
221,-8.25,7.62,182.69,0.00,0.00,180.00,-0.200,-0.214,0.989,-20.50,-2.19,5.25,8.13,41.0,25856.0000000,57600.0000000
222,-7.19,8.25,182.56,0.00,0.00,180.00,-0.058,-0.163,0.959,1.50,-11.75,1.31,8.13,41.0,25856.0000000,57600.0000000
223,-7.25,7.69,182.44,0.00,0.00,180.00,-0.158,-0.146,0.944,6.81,4.88,-1.00,8.13,41.0,25856.0000000,57600.0000000
224,-7.19,7.06,182.69,0.00,0.00,180.00,-0.123,-0.076,0.930,2.06,-3.50,-4.69,8.13,41.0,25856.0000000,57600.0000000
225,-7.12,7.06,182.69,0.00,0.00,180.00,-0.149,-0.107,0.949,-3.50,-0.25,0.00,8.13,41.0,25856.0000000,57600.0000000
226,-6.94,7.44,182.56,0.00,0.00,180.00,-0.139,-0.133,0.960,-4.94,-6.50,-1.31,8.13,41.0,25856.0000000,57600.0000000
227,-6.38,7.50,182.56,0.00,0.00,180.00,-0.100,-0.122,0.946,1.69,-3.88,0.31,8.13,41.0,25856.0000000,57600.0000000
228,-6.31,7.19,182.38,0.00,0.00,180.00,-0.094,-0.103,0.935,0.81,0.44,1.19,8.13,41.0,25856.0000000,57600.0000000
229,-6.25,7.44,182.19,0.00,0.00,180.00,-0.121,-0.133,0.945,-6.62,-3.75,-2.81,8.13,41.0,25856.0000000,57600.0000000
230,-5.81,7.94,182.25,0.00,0.00,180.00,-0.090,-0.141,0.943,-2.12,-3.19,-0.94,8.13,41.0,25856.0000000,57600.0000000
231,-5.62,7.88,182.25,0.00,0.00,180.00,-0.093,-0.136,0.952,1.06,-1.12,-2.25,8.13,41.0,25856.0000000,57600.0000000
232,-5.56,7.69,182.38,0.00,0.00,180.00,-0.101,-0.127,0.952,2.94,-0.75,-2.38,8.13,41.0,25856.0000000,57600.0000000
233,-5.56,7.44,182.56,0.00,0.00,180.00,-0.106,-0.109,0.945,2.56,-1.56,-0.50,8.13,41.0,25856.0000000,57600.0000000
234,-5.31,7.44,182.56,0.00,0.00,180.00,-0.131,-0.186,1.000,-1.31,-5.50,-1.50,8.13,41.0,25856.0000000,57600.0000000
235,-3.38,7.00,184.56,0.00,0.00,180.00,-0.073,-0.298,1.028,21.00,-22.94,-33.69,8.13,41.0,25856.0000000,57600.0000000
236,-1.50,3.44,188.50,0.00,0.00,180.00,0.051,-0.028,0.940,38.88,-8.81,-47.06,8.13,41.0,25856.0000000,57600.0000000
237,0.00,2.19,193.19,0.00,0.00,180.00,-0.055,-0.090,1.027,-9.06,-31.94,-75.81,8.13,41.0,25856.0000000,57600.0000000
238,5.50,2.88,201.31,0.00,0.00,180.00,0.169,-0.142,0.853,-5.44,-52.19,-97.56,8.13,41.0,25856.0000000,57600.0000000
239,6.38,0.06,206.38,0.00,0.00,180.00,0.080,0.129,0.828,30.56,22.88,-15.50,8.10,27.5,25856.0000000,57600.0000000
240,6.19,-0.12,209.88,0.00,0.00,180.00,0.007,0.022,0.968,-7.00,-32.00,-26.88,8.10,27.5,25856.0000000,57600.0000000
241,9.50,0.50,215.00,0.00,0.00,180.00,0.148,-0.045,0.955,-8.44,-19.38,-61.62,8.10,27.5,25856.0000000,57600.0000000
242,9.69,-1.19,224.19,0.00,0.00,180.00,0.122,-0.009,0.990,17.38,15.19,-108.62,8.10,27.5,25856.0000000,57600.0000000
243,7.62,-5.25,233.19,0.00,0.00,180.00,0.033,0.098,0.968,9.81,1.06,-144.94,8.10,27.5,25856.0000000,57600.0000000
244,6.38,-8.94,243.19,0.00,0.00,180.00,0.112,0.150,0.883,22.62,-2.06,-94.81,8.10,27.5,25856.0000000,57600.0000000
245,4.44,-11.38,253.69,0.00,0.00,180.00,0.125,0.214,0.830,33.25,11.50,-69.38,8.10,27.5,25856.0000000,57600.0000000
246,1.06,-12.25,262.44,0.00,0.00,180.00,-0.124,0.474,0.864,-20.06,24.75,-69.56,8.10,27.5,25856.0000000,57600.0000000
247,-1.25,-7.94,270.00,0.00,0.00,180.00,0.147,-0.016,0.928,-45.56,9.19,-113.62,8.10,27.5,25856.0000000,57600.0000000
248,-4.88,-4.00,283.19,0.00,0.00,180.00,-0.078,0.076,0.907,-51.75,22.12,-181.88,8.10,27.5,25856.0000000,57600.0000000
249,-6.75,2.56,298.19,0.00,0.00,180.00,-0.632,-0.266,1.191,-17.38,-6.50,-77.25,8.10,27.5,25856.0000000,57600.0000000
250,-5.44,3.00,304.12,0.00,0.00,180.00,0.004,-0.030,0.918,-8.94,1.19,-60.00,8.10,27.5,25856.0000000,57600.0000000
251,-6.12,4.38,307.50,0.00,0.00,180.00,-0.200,0.048,1.030,-18.50,8.06,-16.81,8.10,27.5,25856.0000000,57600.0000000
252,-5.25,6.19,307.81,0.00,0.00,180.00,-0.071,-0.167,0.886,-7.12,-9.00,5.94,8.10,27.5,25856.0000000,57600.0000000
253,-4.56,4.88,307.19,0.00,0.00,180.00,-0.088,-0.043,0.957,18.62,-11.06,1.06,8.10,27.5,25856.0000000,57600.0000000
254,-3.56,3.38,307.50,0.00,0.00,180.00,-0.073,-0.083,0.949,21.56,-7.94,-6.06,8.10,27.5,25856.0000000,57600.0000000
255,-2.00,1.81,307.56,0.00,0.00,180.00,-0.105,-0.028,0.947,4.44,-15.06,0.69,8.10,27.5,25856.0000000,57600.0000000
0,0.12,1.19,306.75,0.00,0.00,180.00,0.000,-0.100,0.983,17.75,-22.69,17.44,8.10,27.5,25856.0000000,57600.0000000
1,2.31,-1.19,305.56,0.00,0.00,180.00,-0.034,0.092,1.033,26.75,-25.31,6.50,8.10,27.5,25856.0000000,57600.0000000
2,5.69,-3.12,303.50,0.00,0.00,180.00,0.009,0.126,0.939,15.81,-38.12,30.50,8.10,27.5,25856.0000000,57600.0000000
3,9.69,-4.25,301.12,0.00,0.00,180.00,0.121,0.003,0.928,20.31,-42.31,21.69,8.10,27.5,25856.0000000,57600.0000000
4,14.00,-6.50,299.12,0.00,0.00,180.00,0.207,0.045,0.923,39.31,-46.62,21.25,8.09,29.5,25856.0000000,57600.0000000
5,18.31,-10.56,296.19,0.00,0.00,180.00,0.353,0.218,0.893,51.62,-33.31,30.44,8.09,29.5,25856.0000000,57600.0000000
6,20.50,-13.69,291.62,0.00,0.00,180.00,0.469,0.321,0.857,36.31,-0.50,44.25,8.09,29.5,25856.0000000,57600.0000000
7,20.56,-15.00,286.31,0.00,0.00,180.00,0.421,0.289,0.844,13.69,43.69,50.06,8.09,29.5,25856.0000000,57600.0000000
8,15.56,-13.50,281.06,0.00,0.00,180.00,0.263,0.270,0.830,-8.50,78.44,32.75,8.09,29.5,25856.0000000,57600.0000000
9,8.38,-10.00,278.38,0.00,0.00,180.00,-0.039,0.311,0.947,-37.69,70.44,29.25,8.09,29.5,25856.0000000,57600.0000000
10,4.88,-5.00,274.81,0.00,0.00,180.00,-0.086,0.160,0.983,-45.56,20.50,39.19,8.09,29.5,25856.0000000,57600.0000000
11,5.44,-2.44,269.50,0.00,0.00,180.00,-0.001,0.034,0.998,-9.31,-23.19,75.94,8.09,29.5,25856.0000000,57600.0000000
12,9.38,-1.56,262.19,0.00,0.00,180.00,0.180,-0.075,0.954,12.31,-37.69,85.81,8.09,29.5,25856.0000000,57600.0000000
13,11.56,-2.50,250.88,0.00,0.00,180.00,0.148,0.075,0.986,30.19,-10.56,141.44,8.09,29.5,25856.0000000,57600.0000000
14,13.25,-2.19,238.38,0.00,0.00,180.00,0.102,-0.047,0.951,30.06,-21.19,117.81,8.09,29.5,25856.0000000,57600.0000000
15,15.94,-2.25,229.62,0.00,0.00,180.00,0.251,-0.019,0.858,11.81,-23.44,53.75,8.09,29.5,25856.0000000,57600.0000000
16,16.44,-2.69,223.38,0.00,0.00,180.00,0.379,0.020,0.795,22.88,25.19,53.56,8.09,29.5,25856.0000000,57600.0000000
17,12.75,-3.62,217.56,0.00,0.00,180.00,0.207,0.109,0.937,29.31,47.12,63.94,8.09,29.5,25856.0000000,57600.0000000
18,8.12,-3.94,210.31,0.00,0.00,180.00,0.073,0.151,0.959,14.69,55.56,89.38,8.09,29.5,25856.0000000,57600.0000000
19,2.50,-1.88,202.69,0.00,0.00,180.00,-0.137,-0.033,0.939,-15.38,65.31,84.62,8.09,29.5,25856.0000000,57600.0000000
20,-3.38,-2.69,195.69,0.00,0.00,180.00,-0.126,-0.085,0.844,12.56,75.19,50.56,8.09,29.5,25856.0000000,57600.0000000
21,-13.00,-6.56,189.75,0.00,0.00,180.00,-0.194,0.045,0.778,32.25,123.44,40.12,8.09,29.5,25856.0000000,57600.0000000
22,-25.12,-13.06,183.88,0.00,0.00,180.00,-0.454,0.115,0.862,51.44,140.12,77.88,8.09,29.5,25856.0000000,57600.0000000
23,-34.81,-22.81,178.44,0.00,0.00,180.00,-0.628,0.266,0.749,55.62,109.62,58.38,8.09,29.5,25856.0000000,57600.0000000
24,-41.31,-32.69,174.38,0.00,0.00,180.00,-0.677,0.413,0.599,44.94,89.31,46.38,8.14,39.5,25856.0000000,57600.0000000
25,-45.31,-44.56,169.56,0.00,0.00,180.00,-0.727,0.497,0.456,49.31,87.25,47.38,8.14,39.5,25856.0000000,57600.0000000
26,-47.06,-56.19,165.25,0.00,0.00,180.00,-0.799,0.628,0.355,34.06,65.50,31.38,8.14,39.5,25856.0000000,57600.0000000
27,-47.06,-62.81,162.12,0.00,0.00,180.00,-0.816,0.674,0.296,1.81,13.06,-4.88,8.14,39.5,25856.0000000,57600.0000000
28,-47.62,-58.25,162.75,0.00,0.00,180.00,-0.878,0.572,0.402,-38.44,-32.31,-29.38,8.14,39.5,25856.0000000,57600.0000000
29,-47.25,-45.75,166.00,0.00,0.00,180.00,-0.804,0.555,0.485,-65.44,-70.00,-40.88,8.14,39.5,25856.0000000,57600.0000000
30,-42.88,-30.62,170.62,0.00,0.00,180.00,-0.726,0.510,0.650,-50.12,-114.81,-60.06,8.14,39.5,25856.0000000,57600.0000000
31,-34.19,-16.31,176.19,0.00,0.00,180.00,-0.583,0.259,0.725,-75.31,-137.19,-86.62,8.14,39.5,25856.0000000,57600.0000000
32,-21.69,-4.50,183.06,0.00,0.00,180.00,-0.405,0.071,0.853,-61.81,-151.88,-86.75,8.14,39.5,25856.0000000,57600.0000000
33,-7.50,2.75,189.56,0.00,0.00,180.00,-0.155,-0.066,0.855,-49.56,-144.56,-53.31,8.14,39.5,25856.0000000,57600.0000000
34,4.56,6.94,194.50,0.00,0.00,180.00,0.051,-0.228,0.796,-22.81,-114.88,-44.69,8.14,39.5,25856.0000000,57600.0000000
35,15.50,6.50,200.44,0.00,0.00,180.00,0.324,-0.098,0.821,-7.69,-86.25,-60.69,8.14,39.5,25856.0000000,57600.0000000
36,22.25,5.50,206.75,0.00,0.00,180.00,0.402,-0.075,0.916,-27.06,-53.44,-96.50,8.14,39.5,25856.0000000,57600.0000000
37,27.50,4.88,213.75,0.00,0.00,180.00,0.389,0.000,0.918,-55.38,-69.62,-89.31,8.14,39.5,25856.0000000,57600.0000000
38,35.75,6.44,222.62,0.00,0.00,180.00,0.483,0.023,0.854,-30.12,-62.56,-44.75,8.14,39.5,25856.0000000,57600.0000000
39,40.44,5.31,227.88,0.00,0.00,180.00,0.452,0.029,0.793,-3.50,-40.50,-6.19,8.14,39.5,25856.0000000,57600.0000000
40,48.75,6.81,230.38,0.00,0.00,180.00,0.421,-0.096,0.368,-50.56,-142.69,-9.81,8.14,39.5,25856.0000000,57600.0000000
41,60.00,15.00,227.75,0.00,0.00,180.00,0.919,-0.086,0.587,29.38,-87.56,61.94,8.14,39.5,25856.0000000,57600.0000000
42,60.75,18.00,220.62,0.00,0.00,180.00,0.886,-0.163,0.435,61.25,11.12,42.50,8.14,39.5,25856.0000000,57600.0000000
43,54.75,13.00,212.62,0.00,0.00,180.00,0.845,-0.240,0.462,122.31,91.06,41.06,8.14,39.5,25856.0000000,57600.0000000
44,40.31,-0.62,203.25,0.00,0.00,180.00,0.746,0.056,0.567,160.12,181.75,11.19,8.03,28.5,25856.0000000,57600.0000000
45,18.56,-12.19,202.38,0.00,0.00,180.00,0.219,0.243,0.915,18.94,160.50,-71.56,8.03,28.5,25856.0000000,57600.0000000
46,7.75,-13.69,205.69,0.00,0.00,180.00,0.101,0.191,0.843,8.06,58.12,-33.31,8.03,28.5,25856.0000000,57600.0000000
47,1.50,-10.50,210.00,0.00,0.00,180.00,-0.009,0.230,0.859,-51.44,71.81,-29.06,8.03,28.5,25856.0000000,57600.0000000
48,-5.75,-7.62,209.31,0.00,0.00,180.00,-0.166,0.152,0.885,-19.25,85.44,5.94,8.03,28.5,25856.0000000,57600.0000000
49,-15.31,-7.62,207.88,0.00,0.00,180.00,-0.375,0.208,0.906,9.25,109.19,19.00,8.03,28.5,25856.0000000,57600.0000000
50,-25.69,-11.75,204.44,0.00,0.00,180.00,-0.565,0.256,0.806,34.25,109.81,38.31,8.03,28.5,25856.0000000,57600.0000000
51,-33.62,-19.94,199.81,0.00,0.00,180.00,-0.614,0.371,0.745,50.31,108.69,58.75,8.03,28.5,25856.0000000,57600.0000000
52,-40.88,-33.88,192.56,0.00,0.00,180.00,-0.705,0.421,0.587,72.44,130.94,86.56,8.03,28.5,25856.0000000,57600.0000000
53,-44.06,-53.75,183.75,0.00,0.00,180.00,-0.729,0.629,0.408,62.31,109.44,77.31,8.03,28.5,25856.0000000,57600.0000000
54,-42.81,-66.50,174.81,0.00,0.00,180.00,-0.718,0.569,0.280,7.00,67.62,44.75,8.03,28.5,25856.0000000,57600.0000000
55,-40.44,-75.75,167.38,0.00,0.00,180.00,-0.638,0.670,0.178,39.31,71.69,47.75,8.03,28.5,25856.0000000,57600.0000000
56,-36.44,-86.25,159.81,0.00,0.00,180.00,-0.640,0.797,0.085,38.12,58.62,44.44,8.03,28.5,25856.0000000,57600.0000000
57,-33.62,-89.62,154.62,0.00,0.00,180.00,-0.684,0.779,0.060,-8.12,21.75,26.25,8.03,28.5,25856.0000000,57600.0000000
58,-32.94,-85.25,153.94,0.00,0.00,180.00,-0.632,0.911,0.156,-58.31,-51.44,-5.75,8.03,28.5,25856.0000000,57600.0000000
59,-34.19,-69.62,158.94,0.00,0.00,180.00,-0.731,0.821,0.368,-117.56,-135.69,-58.94,8.03,28.5,25856.0000000,57600.0000000
60,-30.69,-46.06,167.62,0.00,0.00,180.00,-0.627,0.656,0.520,-142.88,-182.75,-71.06,8.03,28.5,25856.0000000,57600.0000000
61,-19.88,-25.12,176.44,0.00,0.00,180.00,-0.330,0.510,0.653,-133.69,-177.56,-68.44,8.03,28.5,25856.0000000,57600.0000000
62,-6.00,-10.62,184.06,0.00,0.00,180.00,-0.129,0.246,0.798,-96.69,-158.94,-55.38,8.03,28.5,25856.0000000,57600.0000000
63,6.94,-2.12,191.44,0.00,0.00,180.00,0.080,0.073,0.852,-83.75,-126.00,-72.81,8.03,28.5,25856.0000000,57600.0000000
64,17.50,2.56,199.12,0.00,0.00,180.00,0.216,0.034,0.856,-58.38,-94.12,-89.94,8.03,28.5,25856.0000000,57600.0000000
65,24.31,3.38,204.56,0.00,0.00,180.00,0.469,0.010,0.796,-27.88,-43.56,-74.25,8.06,28.5,25856.0000000,57600.0000000
66,27.19,3.00,211.25,0.00,0.00,180.00,0.445,-0.004,0.928,-30.06,-21.25,-75.06,8.06,28.5,25856.0000000,57600.0000000
67,29.50,2.12,215.94,0.00,0.00,180.00,0.439,0.110,0.893,-9.62,-28.69,-23.62,8.06,28.5,25856.0000000,57600.0000000
68,32.12,2.62,216.81,0.00,0.00,180.00,0.467,0.028,0.791,-4.44,-25.12,4.25,8.06,28.5,25856.0000000,57600.0000000
69,33.19,2.69,217.81,0.00,0.00,180.00,0.557,-0.087,0.717,4.62,10.75,-8.06,8.06,28.5,25856.0000000,57600.0000000
70,29.44,-0.31,217.88,0.00,0.00,180.00,0.523,0.011,0.757,34.50,49.75,-11.75,8.06,28.5,25856.0000000,57600.0000000
71,23.75,-3.50,219.44,0.00,0.00,180.00,0.496,0.046,0.929,20.00,60.50,-22.19,8.06,28.5,25856.0000000,57600.0000000
72,17.19,-6.62,222.06,0.00,0.00,180.00,0.303,0.033,0.987,32.44,57.25,-45.75,8.06,28.5,25856.0000000,57600.0000000
73,13.94,-12.44,225.81,0.00,0.00,180.00,0.260,0.336,0.821,53.06,11.25,-39.25,8.06,28.5,25856.0000000,57600.0000000
74,12.44,-15.12,227.75,0.00,0.00,180.00,0.159,0.303,0.874,9.69,13.62,-20.25,8.06,28.5,25856.0000000,57600.0000000
75,11.50,-16.50,226.56,0.00,0.00,180.00,0.021,0.262,0.929,18.56,9.00,7.56,8.06,28.5,25856.0000000,57600.0000000
76,10.38,-19.56,221.31,0.00,0.00,180.00,0.134,0.369,0.806,61.81,60.69,69.69,8.06,28.5,25856.0000000,57600.0000000
77,6.88,-27.69,210.06,0.00,0.00,180.00,0.105,0.516,0.728,134.38,84.44,106.56,8.06,28.5,25856.0000000,57600.0000000
78,4.75,-40.00,196.50,0.00,0.00,180.00,-0.110,0.710,0.717,134.25,87.00,89.75,8.06,28.5,25856.0000000,57600.0000000
79,5.94,-48.56,188.00,0.00,0.00,180.00,0.071,0.778,0.647,58.00,24.62,41.12,8.06,28.5,25856.0000000,57600.0000000
80,7.00,-51.94,184.12,0.00,0.00,180.00,0.063,0.755,0.632,30.06,9.94,23.38,8.06,28.5,25856.0000000,57600.0000000
81,7.25,-51.56,185.00,0.00,0.00,180.00,0.077,0.793,0.612,-36.94,-26.94,-24.06,8.06,28.5,25856.0000000,57600.0000000
82,5.50,-42.75,196.50,0.00,0.00,180.00,0.070,0.704,0.659,-163.00,-95.62,-128.00,8.06,28.5,25856.0000000,57600.0000000
83,5.88,-24.81,218.38,0.00,0.00,180.00,0.021,0.526,0.762,-215.75,-124.75,-182.31,8.06,28.5,25856.0000000,57600.0000000
84,12.88,-9.38,234.94,0.00,0.00,180.00,0.148,0.182,0.921,-175.75,-111.19,-164.75,8.06,28.5,25856.0000000,57600.0000000
85,21.44,-0.19,248.00,0.00,0.00,180.00,0.389,-0.026,0.853,-109.50,-83.19,-115.31,8.00,41.0,25856.0000000,57600.0000000
86,27.69,2.12,256.94,0.00,0.00,180.00,0.426,-0.051,0.776,-28.69,-51.81,-66.81,8.00,41.0,25856.0000000,57600.0000000
87,32.06,1.75,261.25,0.00,0.00,180.00,0.495,-0.038,0.842,-10.38,-41.31,-5.75,8.00,41.0,25856.0000000,57600.0000000
88,37.50,2.62,263.00,0.00,0.00,180.00,0.566,-0.034,0.867,-9.00,-67.44,5.88,8.00,41.0,25856.0000000,57600.0000000
89,42.69,3.56,259.88,0.00,0.00,180.00,0.766,0.063,0.671,34.81,-50.50,49.75,8.00,41.0,25856.0000000,57600.0000000
90,43.75,7.50,248.88,0.00,0.00,180.00,1.009,0.033,0.598,51.88,38.88,101.81,8.00,41.0,25856.0000000,57600.0000000
91,33.81,7.06,239.81,0.00,0.00,180.00,0.593,-0.173,0.682,92.50,127.12,76.25,8.00,41.0,25856.0000000,57600.0000000
92,18.19,-3.50,228.69,0.00,0.00,180.00,0.375,0.091,0.757,161.75,170.81,65.56,8.00,41.0,25856.0000000,57600.0000000
93,5.50,-15.00,219.31,0.00,0.00,180.00,-0.013,0.456,0.876,98.75,110.44,81.00,8.00,41.0,25856.0000000,57600.0000000
94,1.56,-18.12,212.12,0.00,0.00,180.00,-0.130,0.369,0.935,1.81,24.19,49.50,8.00,41.0,25856.0000000,57600.0000000
95,2.12,-16.19,208.62,0.00,0.00,180.00,-0.027,0.338,0.931,-31.50,-0.62,25.31,8.00,41.0,25856.0000000,57600.0000000
96,3.00,-13.75,206.44,0.00,0.00,180.00,0.073,0.228,0.883,-25.06,-4.00,13.81,8.00,41.0,25856.0000000,57600.0000000
97,2.69,-11.81,205.75,0.00,0.00,180.00,0.027,0.181,0.910,-5.75,9.12,16.38,8.00,41.0,25856.0000000,57600.0000000
98,1.56,-11.25,204.75,0.00,0.00,180.00,-0.034,0.206,0.961,-2.31,16.19,16.81,8.00,41.0,25856.0000000,57600.0000000
99,0.50,-10.69,203.19,0.00,0.00,180.00,-0.080,0.227,0.980,-10.81,13.69,13.12,8.00,41.0,25856.0000000,57600.0000000
100,0.50,-9.38,201.06,0.00,0.00,180.00,-0.010,0.169,0.957,-23.12,-3.75,6.00,8.00,41.0,25856.0000000,57600.0000000
101,1.06,-8.00,200.50,0.00,0.00,180.00,0.008,0.095,0.963,-4.94,-9.38,-1.94,8.00,41.0,25856.0000000,57600.0000000
102,1.56,-8.06,201.06,0.00,0.00,180.00,-0.041,0.110,0.978,7.56,-5.31,1.25,8.00,41.0,25856.0000000,57600.0000000
103,2.56,-8.50,202.00,0.00,0.00,180.00,0.033,0.171,0.945,1.38,-9.44,-5.50,8.00,41.0,25856.0000000,57600.0000000
104,3.31,-8.19,202.62,0.00,0.00,180.00,0.039,0.142,0.937,-13.06,-14.00,-19.62,8.00,41.0,25856.0000000,57600.0000000
105,4.56,-7.06,204.44,0.00,0.00,180.00,0.111,0.094,0.932,-9.62,-16.12,-21.38,8.13,30.0,25856.0000000,57600.0000000
106,6.19,-6.19,207.88,0.00,0.00,180.00,0.129,0.050,1.000,-6.88,-13.19,-30.19,8.13,30.0,25856.0000000,57600.0000000
107,6.81,-7.50,210.69,0.00,0.00,180.00,0.106,0.128,0.954,23.50,-9.56,-24.50,8.13,30.0,25856.0000000,57600.0000000
108,7.12,-9.75,213.19,0.00,0.00,180.00,0.129,0.245,0.896,8.50,-4.81,-31.81,8.13,30.0,25856.0000000,57600.0000000
109,7.25,-10.00,215.88,0.00,0.00,180.00,0.065,0.224,0.923,-7.06,-9.44,-27.62,8.13,30.0,25856.0000000,57600.0000000
110,7.62,-9.50,218.56,0.00,0.00,180.00,0.086,0.200,0.929,-16.44,-14.38,-22.81,8.13,30.0,25856.0000000,57600.0000000
111,8.31,-8.56,220.31,0.00,0.00,180.00,0.101,0.161,0.947,-11.25,-9.56,-13.31,8.13,30.0,25856.0000000,57600.0000000
112,8.38,-8.25,221.44,0.00,0.00,180.00,0.091,0.175,0.986,-3.38,-7.25,-3.19,8.13,30.0,25856.0000000,57600.0000000
113,9.31,-8.12,221.69,0.00,0.00,180.00,0.130,0.163,0.929,-3.25,-17.31,-1.19,8.13,30.0,25856.0000000,57600.0000000
114,10.50,-8.00,221.06,0.00,0.00,180.00,0.176,0.163,0.888,1.00,-3.75,11.19,8.13,30.0,25856.0000000,57600.0000000
115,10.19,-8.75,218.56,0.00,0.00,180.00,0.122,0.151,0.931,18.19,9.62,25.56,8.13,30.0,25856.0000000,57600.0000000
116,10.06,-9.62,215.38,0.00,0.00,180.00,0.225,0.186,0.943,10.25,6.88,33.38,8.13,30.0,25856.0000000,57600.0000000
117,10.19,-9.75,213.12,0.00,0.00,180.00,0.200,0.167,0.918,3.88,-0.88,18.50,8.13,30.0,25856.0000000,57600.0000000
118,10.31,-9.38,211.56,0.00,0.00,180.00,0.214,0.091,0.890,-5.25,2.81,10.12,8.13,30.0,25856.0000000,57600.0000000
119,10.50,-9.06,211.38,0.00,0.00,180.00,0.213,0.113,0.923,5.69,-2.12,-4.06,8.13,30.0,25856.0000000,57600.0000000
120,11.25,-9.44,211.94,0.00,0.00,180.00,0.303,0.147,0.925,-3.00,-10.00,-10.12,8.13,30.0,25856.0000000,57600.0000000
121,11.44,-9.62,213.44,0.00,0.00,180.00,0.177,0.119,0.939,7.44,-5.50,-14.12,8.13,30.0,25856.0000000,57600.0000000
122,11.75,-10.62,214.69,0.00,0.00,180.00,0.206,0.176,0.899,0.69,-4.38,-17.25,8.13,30.0,25856.0000000,57600.0000000
123,12.06,-10.50,217.06,0.00,0.00,180.00,0.243,0.180,0.925,-9.31,-8.06,-24.44,8.13,30.0,25856.0000000,57600.0000000
124,12.06,-10.56,219.31,0.00,0.00,180.00,0.140,0.164,0.956,3.12,-6.75,-20.62,8.13,30.0,25856.0000000,57600.0000000
125,12.75,-11.44,221.19,0.00,0.00,180.00,0.185,0.232,0.900,2.56,-9.75,-14.00,8.13,30.0,25856.0000000,57600.0000000
126,13.25,-11.62,222.38,0.00,0.00,180.00,0.203,0.220,0.856,-3.00,-6.81,-6.00,8.10,27.5,25856.0000000,57600.0000000
127,13.06,-11.50,222.25,0.00,0.00,180.00,0.161,0.207,0.900,-3.12,4.88,2.88,8.10,27.5,25856.0000000,57600.0000000
128,12.94,-11.12,221.31,0.00,0.00,180.00,0.212,0.213,0.918,-3.56,3.31,13.56,8.10,27.5,25856.0000000,57600.0000000
